"scenario","compartment","date","death_calibrated","y_mean","iso3c"
"Relax Interventions 50%","hospital_incidence",2020-12-02,FALSE,208.54,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-02,FALSE,74.36,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-02,FALSE,6204578.15,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-03,FALSE,1913.8,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-03,FALSE,353.79,"AFG"
"Additional 50% Reduction","infections",2020-12-03,FALSE,25405,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-03,FALSE,207.5,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-03,FALSE,73.98,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-03,FALSE,6229983.15,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-03,FALSE,1913.8,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-03,FALSE,353.79,"AFG"
"Maintain Status Quo","infections",2020-12-03,FALSE,25405,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-03,FALSE,207.5,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-03,FALSE,73.98,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-03,FALSE,6229983.15,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-03,FALSE,1913.8,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-03,FALSE,353.79,"AFG"
"Relax Interventions 50%","infections",2020-12-03,FALSE,25405,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-03,FALSE,207.5,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-03,FALSE,73.98,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-03,FALSE,6229983.15,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-04,FALSE,1910.81,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-04,FALSE,353.37,"AFG"
"Additional 50% Reduction","infections",2020-12-04,FALSE,25228.21,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-04,FALSE,206.34,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-04,FALSE,73.56,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-04,FALSE,6255211.36,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-04,FALSE,1910.81,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-04,FALSE,353.37,"AFG"
"Maintain Status Quo","infections",2020-12-04,FALSE,25228.21,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-04,FALSE,206.34,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-04,FALSE,73.56,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-04,FALSE,6255211.36,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-04,FALSE,1910.81,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-04,FALSE,353.37,"AFG"
"Relax Interventions 50%","infections",2020-12-04,FALSE,25228.21,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-04,FALSE,206.34,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-04,FALSE,73.56,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-04,FALSE,6255211.36,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-05,FALSE,1906.83,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-05,FALSE,352.89,"AFG"
"Additional 50% Reduction","infections",2020-12-05,FALSE,25052.02,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-05,FALSE,205.09,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-05,FALSE,73.1,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-05,FALSE,6280263.39,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-05,FALSE,1906.83,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-05,FALSE,352.89,"AFG"
"Maintain Status Quo","infections",2020-12-05,FALSE,25052.02,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-05,FALSE,205.09,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-05,FALSE,73.1,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-05,FALSE,6280263.39,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-05,FALSE,1906.83,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-05,FALSE,352.89,"AFG"
"Relax Interventions 50%","infections",2020-12-05,FALSE,25052.02,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-05,FALSE,205.09,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-05,FALSE,73.1,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-05,FALSE,6280263.39,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-06,FALSE,1901.87,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-06,FALSE,352.37,"AFG"
"Additional 50% Reduction","infections",2020-12-06,FALSE,24875.66,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-06,FALSE,203.78,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-06,FALSE,72.62,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-06,FALSE,6305139.05,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-06,FALSE,1901.87,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-06,FALSE,352.37,"AFG"
"Maintain Status Quo","infections",2020-12-06,FALSE,24875.66,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-06,FALSE,203.78,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-06,FALSE,72.62,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-06,FALSE,6305139.05,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-06,FALSE,1901.87,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-06,FALSE,352.37,"AFG"
"Relax Interventions 50%","infections",2020-12-06,FALSE,24875.66,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-06,FALSE,203.78,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-06,FALSE,72.62,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-06,FALSE,6305139.05,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-07,FALSE,1895.96,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-07,FALSE,351.81,"AFG"
"Additional 50% Reduction","infections",2020-12-07,FALSE,24698.8,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-07,FALSE,202.43,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-07,FALSE,72.13,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-07,FALSE,6329837.85,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-07,FALSE,1895.96,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-07,FALSE,351.81,"AFG"
"Maintain Status Quo","infections",2020-12-07,FALSE,24698.8,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-07,FALSE,202.43,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-07,FALSE,72.13,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-07,FALSE,6329837.85,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-07,FALSE,1895.96,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-07,FALSE,351.81,"AFG"
"Relax Interventions 50%","infections",2020-12-07,FALSE,24698.8,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-07,FALSE,202.43,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-07,FALSE,72.13,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-07,FALSE,6329837.85,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-08,FALSE,1889.17,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-08,FALSE,351.23,"AFG"
"Additional 50% Reduction","infections",2020-12-08,FALSE,24521.32,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-08,FALSE,201.05,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-08,FALSE,71.63,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-08,FALSE,6354359.16,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-08,FALSE,1889.17,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-08,FALSE,351.23,"AFG"
"Maintain Status Quo","infections",2020-12-08,FALSE,24521.32,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-08,FALSE,201.05,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-08,FALSE,71.63,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-08,FALSE,6354359.16,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-08,FALSE,1889.17,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-08,FALSE,351.23,"AFG"
"Relax Interventions 50%","infections",2020-12-08,FALSE,24521.32,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-08,FALSE,201.05,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-08,FALSE,71.63,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-08,FALSE,6354359.16,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-09,FALSE,1881.58,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-09,FALSE,350.62,"AFG"
"Additional 50% Reduction","infections",2020-12-09,FALSE,24343.24,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-09,FALSE,199.65,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-09,FALSE,71.12,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-09,FALSE,6378702.41,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-09,FALSE,1881.58,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-09,FALSE,350.62,"AFG"
"Maintain Status Quo","infections",2020-12-09,FALSE,24343.24,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-09,FALSE,199.65,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-09,FALSE,71.12,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-09,FALSE,6378702.41,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-09,FALSE,1881.58,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-09,FALSE,350.62,"AFG"
"Relax Interventions 50%","infections",2020-12-09,FALSE,24343.24,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-09,FALSE,199.65,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-09,FALSE,71.12,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-09,FALSE,6378702.41,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-10,FALSE,1873.27,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-10,FALSE,350,"AFG"
"Additional 50% Reduction","infections",2020-12-10,FALSE,24164.56,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-10,FALSE,198.24,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-10,FALSE,70.6,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-10,FALSE,6402866.96,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-10,FALSE,1873.27,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-10,FALSE,350,"AFG"
"Maintain Status Quo","infections",2020-12-10,FALSE,24164.56,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-10,FALSE,198.24,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-10,FALSE,70.6,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-10,FALSE,6402866.96,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-10,FALSE,1873.27,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-10,FALSE,350,"AFG"
"Relax Interventions 50%","infections",2020-12-10,FALSE,24164.56,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-10,FALSE,198.24,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-10,FALSE,70.6,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-10,FALSE,6402866.96,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-11,FALSE,1864.29,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-11,FALSE,349.37,"AFG"
"Additional 50% Reduction","infections",2020-12-11,FALSE,23879.5,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-11,FALSE,196.8,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-11,FALSE,70.08,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-11,FALSE,6426746.46,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-11,FALSE,1864.29,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-11,FALSE,349.37,"AFG"
"Maintain Status Quo","infections",2020-12-11,FALSE,23879.5,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-11,FALSE,196.8,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-11,FALSE,70.08,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-11,FALSE,6426746.46,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-11,FALSE,1864.29,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-11,FALSE,349.37,"AFG"
"Relax Interventions 50%","infections",2020-12-11,FALSE,23879.5,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-11,FALSE,196.8,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-11,FALSE,70.08,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-11,FALSE,6426746.46,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-12,FALSE,1854.68,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-12,FALSE,348.7,"AFG"
"Additional 50% Reduction","infections",2020-12-12,FALSE,23485.18,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-12,FALSE,195.24,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-12,FALSE,69.52,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-12,FALSE,6450231.64,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-12,FALSE,1854.68,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-12,FALSE,348.7,"AFG"
"Maintain Status Quo","infections",2020-12-12,FALSE,23485.18,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-12,FALSE,195.24,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-12,FALSE,69.52,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-12,FALSE,6450231.64,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-12,FALSE,1854.68,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-12,FALSE,348.7,"AFG"
"Relax Interventions 50%","infections",2020-12-12,FALSE,23485.18,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-12,FALSE,195.24,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-12,FALSE,69.52,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-12,FALSE,6450231.64,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-13,FALSE,1844.32,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-13,FALSE,347.97,"AFG"
"Additional 50% Reduction","infections",2020-12-13,FALSE,23064.43,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-13,FALSE,193.42,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-13,FALSE,68.85,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-13,FALSE,6473296.08,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-13,FALSE,1844.32,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-13,FALSE,347.97,"AFG"
"Maintain Status Quo","infections",2020-12-13,FALSE,23064.43,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-13,FALSE,193.42,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-13,FALSE,68.85,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-13,FALSE,6473296.08,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-13,FALSE,1844.32,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-13,FALSE,347.97,"AFG"
"Relax Interventions 50%","infections",2020-12-13,FALSE,23064.43,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-13,FALSE,193.42,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-13,FALSE,68.85,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-13,FALSE,6473296.08,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-14,FALSE,1833,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-14,FALSE,347.13,"AFG"
"Additional 50% Reduction","infections",2020-12-14,FALSE,22648.98,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-14,FALSE,191.3,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-14,FALSE,68.08,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-14,FALSE,6495945.06,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-14,FALSE,1833,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-14,FALSE,347.13,"AFG"
"Maintain Status Quo","infections",2020-12-14,FALSE,22648.98,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-14,FALSE,191.3,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-14,FALSE,68.08,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-14,FALSE,6495945.06,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-14,FALSE,1833,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-14,FALSE,347.13,"AFG"
"Relax Interventions 50%","infections",2020-12-14,FALSE,22648.98,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-14,FALSE,191.3,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-14,FALSE,68.08,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-14,FALSE,6495945.06,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-15,FALSE,1820.53,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-15,FALSE,346.17,"AFG"
"Additional 50% Reduction","infections",2020-12-15,FALSE,22247.29,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-15,FALSE,188.91,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-15,FALSE,67.21,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-15,FALSE,6518192.35,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-15,FALSE,1820.53,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-15,FALSE,346.17,"AFG"
"Maintain Status Quo","infections",2020-12-15,FALSE,22247.29,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-15,FALSE,188.91,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-15,FALSE,67.21,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-15,FALSE,6518192.35,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-15,FALSE,1820.53,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-15,FALSE,346.17,"AFG"
"Relax Interventions 50%","infections",2020-12-15,FALSE,22247.29,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-15,FALSE,188.91,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-15,FALSE,67.21,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-15,FALSE,6518192.35,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-16,FALSE,1806.76,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-16,FALSE,345.11,"AFG"
"Additional 50% Reduction","infections",2020-12-16,FALSE,21859.05,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-16,FALSE,186.31,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-16,FALSE,66.26,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-16,FALSE,6540051.4,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-16,FALSE,1806.76,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-16,FALSE,345.11,"AFG"
"Maintain Status Quo","infections",2020-12-16,FALSE,21859.05,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-16,FALSE,186.31,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-16,FALSE,66.26,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-16,FALSE,6540051.4,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-16,FALSE,1806.76,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-16,FALSE,345.11,"AFG"
"Relax Interventions 50%","infections",2020-12-16,FALSE,21859.05,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-16,FALSE,186.31,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-16,FALSE,66.26,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-16,FALSE,6540051.4,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-17,FALSE,1791.62,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-17,FALSE,343.95,"AFG"
"Additional 50% Reduction","infections",2020-12-17,FALSE,21481.73,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-17,FALSE,183.55,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-17,FALSE,65.25,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-17,FALSE,6561533.13,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-17,FALSE,1791.62,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-17,FALSE,343.95,"AFG"
"Maintain Status Quo","infections",2020-12-17,FALSE,21481.73,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-17,FALSE,183.55,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-17,FALSE,65.25,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-17,FALSE,6561533.13,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-17,FALSE,1791.62,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-17,FALSE,343.95,"AFG"
"Relax Interventions 50%","infections",2020-12-17,FALSE,21481.73,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-17,FALSE,183.55,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-17,FALSE,65.25,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-17,FALSE,6561533.13,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-18,FALSE,1775.14,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-18,FALSE,342.72,"AFG"
"Additional 50% Reduction","infections",2020-12-18,FALSE,21112.92,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-18,FALSE,180.7,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-18,FALSE,64.21,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-18,FALSE,6582646.06,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-18,FALSE,1775.14,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-18,FALSE,342.72,"AFG"
"Maintain Status Quo","infections",2020-12-18,FALSE,21112.92,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-18,FALSE,180.7,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-18,FALSE,64.21,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-18,FALSE,6582646.06,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-18,FALSE,1775.14,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-18,FALSE,342.72,"AFG"
"Relax Interventions 50%","infections",2020-12-18,FALSE,21112.92,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-18,FALSE,180.7,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-18,FALSE,64.21,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-18,FALSE,6582646.06,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-19,FALSE,1757.37,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-19,FALSE,341.45,"AFG"
"Additional 50% Reduction","infections",2020-12-19,FALSE,20751.01,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-19,FALSE,177.81,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-19,FALSE,63.15,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-19,FALSE,6603397.06,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-19,FALSE,1757.37,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-19,FALSE,341.45,"AFG"
"Maintain Status Quo","infections",2020-12-19,FALSE,20751.01,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-19,FALSE,177.81,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-19,FALSE,63.15,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-19,FALSE,6603397.06,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-19,FALSE,1757.37,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-19,FALSE,341.45,"AFG"
"Relax Interventions 50%","infections",2020-12-19,FALSE,20751.01,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-19,FALSE,177.81,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-19,FALSE,63.15,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-19,FALSE,6603397.06,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-20,FALSE,1738.42,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-20,FALSE,340.14,"AFG"
"Additional 50% Reduction","infections",2020-12-20,FALSE,20395.05,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-20,FALSE,174.89,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-20,FALSE,62.08,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-20,FALSE,6623792.12,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-20,FALSE,1738.42,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-20,FALSE,340.14,"AFG"
"Maintain Status Quo","infections",2020-12-20,FALSE,20395.05,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-20,FALSE,174.89,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-20,FALSE,62.08,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-20,FALSE,6623792.12,"AFG"
"Relax Interventions 50%","hospital_demand",2020-12-20,FALSE,1738.42,"AFG"
"Relax Interventions 50%","ICU_demand",2020-12-20,FALSE,340.14,"AFG"
"Relax Interventions 50%","infections",2020-12-20,FALSE,20395.05,"AFG"
"Relax Interventions 50%","hospital_incidence",2020-12-20,FALSE,174.89,"AFG"
"Relax Interventions 50%","ICU_incidence",2020-12-20,FALSE,62.08,"AFG"
"Relax Interventions 50%","cumulative_infections",2020-12-20,FALSE,6623792.12,"AFG"
"Additional 50% Reduction","hospital_demand",2020-12-21,FALSE,1718.42,"AFG"
"Additional 50% Reduction","ICU_demand",2020-12-21,FALSE,338.81,"AFG"
"Additional 50% Reduction","infections",2020-12-21,FALSE,20044.58,"AFG"
"Additional 50% Reduction","hospital_incidence",2020-12-21,FALSE,171.98,"AFG"
"Additional 50% Reduction","ICU_incidence",2020-12-21,FALSE,61.02,"AFG"
"Additional 50% Reduction","cumulative_infections",2020-12-21,FALSE,6643836.7,"AFG"
"Maintain Status Quo","hospital_demand",2020-12-21,FALSE,1718.42,"AFG"
"Maintain Status Quo","ICU_demand",2020-12-21,FALSE,338.81,"AFG"
"Maintain Status Quo","infections",2020-12-21,FALSE,20044.58,"AFG"
"Maintain Status Quo","hospital_incidence",2020-12-21,FALSE,171.98,"AFG"
"Maintain Status Quo","ICU_incidence",2020-12-21,FALSE,61.02,"AFG"
"Maintain Status Quo","cumulative_infections",2020-12-21,FALSE,6643836.7,"AFG"
